feedback_id,campaign_id,feedback_channel,sentiment,primary_theme,comment_length_words,created_at,member_id
F02938,CAMP115,email,negative,Community vibe,24,2026-01-29,MB012
F02939,CAMP103,app,negative,App performance,31,2026-02-05,MB022
F02940,CAMP109,email,negative,Repetitive messaging,49,2026-01-29,MB009
F02941,CAMP107,app,neutral,Too much jargon,48,2026-02-10,MB019
F02942,CAMP108,email,negative,Unclear value proposition,28,2026-01-30,MB009
F02943,CAMP107,email,positive,Difficulty mismatch,42,2026-02-21,MB035
F02944,CAMP112,social,neutral,Difficulty mismatch,16,2025-12-21,MB038
F02945,CAMP116,email,positive,Community vibe,70,2026-01-04,MB010
F02946,CAMP114,app,positive,Video quality,40,2025-12-21,MB024
F02947,CAMP116,email,positive,Community vibe,28,2026-01-30,MB010
F02948,CAMP111,email,negative,App performance,56,2025-12-28,MB009
F02949,CAMP112,social,neutral,Repetitive messaging,3,2026-03-01,MB047
F02950,CAMP101,app,neutral,Not personalized enough,19,2026-02-08,MB006
F02951,CAMP102,social,negative,Repetitive messaging,68,2026-01-10,MB022
F02952,CAMP117,email,positive,Community vibe,64,2025-12-16,MB010
F02953,CAMP108,app,positive,Video quality,46,2025-11-15,MB048
F02954,CAMP101,email,negative,Too many notifications,64,2026-02-05,MB013
F02955,CAMP105,web,negative,Repetitive messaging,35,2026-01-25,MB033
F02956,CAMP112,email,neutral,Video quality,19,2026-02-27,MB001
F02957,CAMP107,email,neutral,Too much jargon,27,2026-01-25,MB041
F02958,CAMP102,email,negative,Too many notifications,58,2026-02-16,MB002
F02959,CAMP112,social,positive,Too many notifications,48,2026-01-17,MB040
F02960,CAMP110,app,negative,App performance,88,2026-02-09,MB025
F02961,CAMP104,app,neutral,Instructor energy,20,2026-01-29,MB015
F02962,CAMP116,app,neutral,Music selection,27,2026-01-12,MB037
F02963,CAMP115,app,positive,Instructor energy,46,2026-03-01,MB005
F02964,CAMP105,app,positive,Unclear value proposition,72,2026-02-23,MB016
F02965,CAMP117,app,positive,Motivation & habit,63,2026-01-26,MB022
F02966,CAMP100,email,positive,Community vibe,25,2025-11-12,MB032
F02967,CAMP109,email,negative,Instructor energy,82,2026-02-18,MB006
F02968,CAMP101,email,negative,Unclear value proposition,83,2026-02-15,MB019
F02969,CAMP108,email,positive,Instructor energy,53,2025-12-16,MB045
F02970,CAMP112,email,neutral,Not personalized enough,30,2026-01-18,MB030
F02971,CAMP115,email,positive,Instructor energy,77,2026-02-03,MB006
F02972,CAMP116,web,negative,Motivation & habit,30,2026-03-02,MB002
F02973,CAMP113,app,negative,Pricing confusion,52,2026-01-31,MB050
F02974,CAMP113,app,neutral,Community vibe,34,2026-01-22,MB049
F02975,CAMP108,app,negative,Too much jargon,55,2026-02-02,MB033
F02976,CAMP110,app,positive,Motivation & habit,58,2026-01-18,MB023
F02977,CAMP117,social,negative,Repetitive messaging,86,2026-01-19,MB019
F02978,CAMP108,email,neutral,Community vibe,27,2026-01-24,MB012
F02979,CAMP101,email,negative,Music selection,41,2026-02-03,MB042
F02980,CAMP107,email,negative,Unclear value proposition,85,2026-01-14,MB033
F02981,CAMP103,email,negative,Difficulty mismatch,37,2026-03-01,MB021
F02982,CAMP111,app,negative,Not personalized enough,41,2026-02-28,MB033
F02983,CAMP102,app,positive,Motivation & habit,27,2025-11-26,MB025
F02984,CAMP103,email,negative,Pricing confusion,36,2026-02-02,MB002
F02985,CAMP106,web,neutral,Instructor energy,3,2026-01-12,MB028
F02986,CAMP117,social,negative,Unclear value proposition,36,2026-01-12,MB040
F02987,CAMP109,app,negative,Not personalized enough,60,2026-02-02,MB028
F02988,CAMP109,web,positive,Instructor energy,56,2026-01-25,MB037
F02989,CAMP102,social,negative,Pricing confusion,23,2026-02-16,MB003
F02990,CAMP110,social,negative,Too much jargon,46,2026-01-16,MB006
F02991,CAMP117,app,positive,Community vibe,49,2026-01-17,MB006
F02992,CAMP109,email,neutral,Video quality,33,2026-03-03,MB048
F02993,CAMP114,email,neutral,Difficulty mismatch,23,2026-02-04,MB008
F02994,CAMP104,web,negative,Not personalized enough,40,2026-03-02,MB009
F02995,CAMP104,app,negative,Too much jargon,71,2025-12-22,MB027
F02996,CAMP110,web,neutral,Repetitive messaging,45,2026-02-24,MB037
F02997,CAMP115,email,negative,Too many notifications,36,2026-01-28,MB023
F02998,CAMP115,social,negative,Repetitive messaging,38,2026-02-18,MB028
F02999,CAMP110,app,positive,Pricing confusion,59,2026-02-21,MB038
F03000,CAMP115,app,negative,Repetitive messaging,24,2026-01-30,MB003
F03001,CAMP111,web,negative,Instructor energy,34,2025-12-17,MB025
F03002,CAMP113,email,neutral,Motivation & habit,46,2026-01-19,MB029
F03003,CAMP110,app,positive,Community vibe,33,2026-01-03,MB007
F03004,CAMP101,app,negative,Video quality,55,2026-01-17,MB024
F03005,CAMP116,email,negative,App performance,22,2026-01-27,MB028
F03006,CAMP109,app,negative,Repetitive messaging,30,2026-02-24,MB032
F03007,CAMP107,social,positive,Community vibe,41,2025-12-29,MB034
F03008,CAMP112,email,neutral,Not personalized enough,25,2026-01-30,MB011
F03009,CAMP106,app,positive,Too many notifications,38,2026-03-02,MB037
F03010,CAMP101,app,positive,Video quality,42,2026-02-07,MB018
F03011,CAMP107,social,positive,Community vibe,58,2026-03-01,MB028
F03012,CAMP116,app,positive,Not personalized enough,40,2026-01-25,MB024
F03013,CAMP113,email,negative,Video quality,38,2026-02-17,MB046
F03014,CAMP115,social,neutral,Instructor energy,23,2026-01-07,MB009
F03015,CAMP117,social,neutral,Not personalized enough,36,2026-01-11,MB009
F03016,CAMP114,email,neutral,Instructor energy,19,2026-01-28,MB045
F03017,CAMP114,app,neutral,Unclear value proposition,7,2026-01-05,MB049
F03018,CAMP116,email,positive,Pricing confusion,53,2026-02-16,MB028
F03019,CAMP106,web,negative,Repetitive messaging,78,2025-12-17,MB024
F03020,CAMP102,email,neutral,Too much jargon,16,2026-01-15,MB041
F03021,CAMP113,email,neutral,Too much jargon,15,2025-12-31,MB049
F03022,CAMP117,web,neutral,Pricing confusion,19,2026-02-16,MB007
F03023,CAMP117,web,negative,Repetitive messaging,32,2026-02-27,MB027
F03024,CAMP114,social,neutral,Not personalized enough,28,2025-12-09,MB002
F03025,CAMP113,web,negative,Video quality,62,2026-01-26,MB040
F03026,CAMP106,app,neutral,Too much jargon,24,2026-01-23,MB012
F03027,CAMP114,social,positive,Video quality,43,2026-01-30,MB008
F03028,CAMP114,social,negative,App performance,53,2026-01-27,MB013
F03029,CAMP107,social,positive,Difficulty mismatch,5,2026-03-02,MB043
F03030,CAMP104,web,negative,Too much jargon,53,2026-01-18,MB038
F03031,CAMP104,app,neutral,Motivation & habit,11,2026-01-10,MB016
F03032,CAMP103,email,negative,Difficulty mismatch,25,2026-02-11,MB040
F03033,CAMP105,web,negative,App performance,61,2025-12-23,MB024
F03034,CAMP107,app,positive,Video quality,50,2026-02-16,MB019
F03035,CAMP104,social,neutral,Community vibe,7,2026-02-10,MB035
F03036,CAMP117,social,positive,Video quality,21,2026-02-23,MB013
F03037,CAMP100,email,negative,Unclear value proposition,25,2026-02-19,MB031
F03038,CAMP117,web,neutral,Too many notifications,12,2026-01-08,MB004
F03039,CAMP110,app,negative,Pricing confusion,39,2026-03-02,MB010
F03040,CAMP107,email,negative,Repetitive messaging,76,2026-02-23,MB027
F03041,CAMP102,app,negative,Pricing confusion,69,2026-02-27,MB019
F03042,CAMP107,app,neutral,Not personalized enough,26,2026-02-13,MB005
F03043,CAMP116,web,neutral,Repetitive messaging,56,2026-02-05,MB013
F03044,CAMP116,app,positive,Community vibe,29,2026-01-23,MB032
F03045,CAMP101,email,negative,Music selection,89,2026-03-02,MB026
F03046,CAMP104,app,negative,Difficulty mismatch,37,2026-01-13,MB024
F03047,CAMP102,web,positive,Instructor energy,63,2026-01-21,MB036
F03048,CAMP110,social,positive,Instructor energy,71,2026-01-28,MB045
F03049,CAMP115,web,neutral,Community vibe,37,2026-02-19,MB035
F03050,CAMP113,app,negative,Hard to find schedule,49,2026-02-25,MB006
F03051,CAMP102,app,neutral,Motivation & habit,31,2026-02-17,MB036
F03052,CAMP117,web,negative,Unclear value proposition,86,2025-12-20,MB036
F03053,CAMP113,app,negative,Community vibe,58,2026-02-28,MB038
F03054,CAMP112,web,negative,Pricing confusion,49,2026-01-07,MB029
F03055,CAMP112,app,negative,Too much jargon,57,2026-01-04,MB019
F03056,CAMP104,social,negative,Too many notifications,88,2026-02-13,MB025
F03057,CAMP100,social,neutral,Hard to find schedule,33,2026-01-31,MB039
F03058,CAMP115,social,negative,Pricing confusion,10,2026-01-22,MB024
F03059,CAMP102,web,positive,Music selection,41,2026-01-17,MB034
F03060,CAMP113,web,positive,Instructor energy,47,2026-02-22,MB015
F03061,CAMP112,social,negative,App performance,73,2026-01-24,MB021
F03062,CAMP116,social,neutral,Pricing confusion,18,2026-02-17,MB025
F03063,CAMP113,app,negative,Too many notifications,33,2026-01-23,MB047
F03064,CAMP114,app,neutral,Video quality,55,2026-01-30,MB008
F03065,CAMP100,email,neutral,Too much jargon,16,2026-03-01,MB012
F03066,CAMP117,web,negative,Too many notifications,10,2026-02-07,MB014
F03067,CAMP100,app,neutral,Pricing confusion,29,2026-02-22,MB044
F03068,CAMP110,email,positive,Difficulty mismatch,26,2026-01-15,MB047
F03069,CAMP113,email,neutral,Video quality,31,2026-02-12,MB019
F03070,CAMP112,social,negative,Too much jargon,119,2026-01-10,MB026
F03071,CAMP112,email,positive,Pricing confusion,28,2026-02-21,MB002
F03072,CAMP107,email,neutral,Instructor energy,49,2026-02-02,MB044
F03073,CAMP106,email,neutral,Video quality,26,2026-02-04,MB030
F03074,CAMP107,web,positive,Video quality,30,2026-02-16,MB037
F03075,CAMP115,social,negative,Not personalized enough,65,2026-01-15,MB019
F03076,CAMP117,social,neutral,Community vibe,31,2026-02-12,MB003
F03077,CAMP112,email,negative,Unclear value proposition,82,2026-01-26,MB005
F03078,CAMP103,social,positive,Motivation & habit,28,2026-02-11,MB050
F03079,CAMP111,email,positive,Instructor energy,56,2026-01-20,MB048
F03080,CAMP110,email,negative,Instructor energy,40,2026-01-20,MB015
F03081,CAMP111,web,negative,Community vibe,64,2026-02-09,MB013
F03082,CAMP115,email,positive,Community vibe,53,2026-02-27,MB039
F03083,CAMP105,email,neutral,Instructor energy,18,2026-02-04,MB047
F03084,CAMP111,web,positive,Unclear value proposition,37,2026-02-16,MB030
F03085,CAMP107,social,negative,Too many notifications,85,2026-01-30,MB004
F03086,CAMP101,app,negative,Unclear value proposition,17,2026-01-17,MB016
F03087,CAMP114,web,neutral,Music selection,36,2026-01-23,MB042
F03088,CAMP111,email,negative,Pricing confusion,58,2025-12-31,MB045
F03089,CAMP105,social,negative,Music selection,61,2026-01-31,MB041
F03090,CAMP115,email,neutral,Pricing confusion,13,2026-02-14,MB026
F03091,CAMP111,web,positive,Video quality,47,2026-01-28,MB006
F03092,CAMP114,app,positive,Unclear value proposition,34,2026-01-03,MB040
F03093,CAMP112,app,negative,Hard to find schedule,64,2026-02-17,MB036
F03094,CAMP116,social,neutral,Unclear value proposition,8,2026-02-14,MB003
F03095,CAMP106,web,positive,Instructor energy,64,2026-01-27,MB029
F03096,CAMP113,email,positive,Difficulty mismatch,15,2026-02-22,MB031
F03097,CAMP102,email,positive,Unclear value proposition,34,2026-02-02,MB015
F03098,CAMP112,social,neutral,Music selection,44,2026-01-31,MB016
F03099,CAMP106,social,negative,Repetitive messaging,69,2025-12-16,MB038
F03100,CAMP101,web,neutral,Unclear value proposition,32,2025-12-17,MB020
F03101,CAMP100,social,negative,Difficulty mismatch,56,2026-01-11,MB018
F03102,CAMP114,email,neutral,Motivation & habit,20,2026-02-03,MB030
F03103,CAMP114,email,negative,Unclear value proposition,40,2026-02-26,MB024
F03104,CAMP116,app,negative,Repetitive messaging,39,2026-02-16,MB049
F03105,CAMP113,email,neutral,Pricing confusion,23,2026-02-13,MB029
F03106,CAMP108,app,neutral,Unclear value proposition,21,2025-12-14,MB005
F03107,CAMP112,web,negative,App performance,36,2026-02-21,MB023
F03108,CAMP116,web,neutral,Not personalized enough,20,2026-02-08,MB010
F03109,CAMP116,app,negative,Video quality,71,2026-02-02,MB044
F03110,CAMP113,web,neutral,Hard to find schedule,3,2026-01-05,MB023
F03111,CAMP103,email,positive,Motivation & habit,10,2026-01-03,MB029
F03112,CAMP104,email,neutral,Unclear value proposition,14,2026-02-19,MB019
F03113,CAMP110,app,positive,Community vibe,68,2026-02-10,MB015
F03114,CAMP101,email,negative,Difficulty mismatch,56,2026-02-15,MB040
F03115,CAMP117,email,neutral,Video quality,3,2026-02-26,MB008
F03116,CAMP100,email,positive,Instructor energy,66,2026-01-09,MB030
F03117,CAMP112,email,negative,Unclear value proposition,30,2025-12-31,MB030
F03118,CAMP117,social,negative,Not personalized enough,48,2026-01-28,MB003
F03119,CAMP107,social,negative,Video quality,80,2025-12-11,MB001
F03120,CAMP116,social,negative,Repetitive messaging,42,2025-12-21,MB020
F03121,CAMP115,email,positive,Instructor energy,39,2026-01-06,MB018
F03122,CAMP116,email,neutral,Pricing confusion,40,2026-02-11,MB040
F03123,CAMP106,app,neutral,Video quality,40,2026-02-28,MB028
F03124,CAMP117,email,positive,Instructor energy,40,2026-02-13,MB003
F03125,CAMP114,social,positive,Video quality,64,2026-01-19,MB031
F03126,CAMP114,app,negative,Community vibe,46,2026-02-12,MB003
F03127,CAMP110,email,negative,Hard to find schedule,68,2026-01-12,MB017
F03128,CAMP116,app,positive,Instructor energy,38,2026-02-20,MB020
F03129,CAMP113,social,neutral,Too many notifications,23,2026-02-21,MB030
F03130,CAMP107,app,positive,Pricing confusion,42,2026-01-04,MB011
F03131,CAMP111,social,positive,Repetitive messaging,31,2026-02-16,MB037
F03132,CAMP117,email,neutral,Not personalized enough,24,2026-01-22,MB011
F03133,CAMP110,app,negative,Too much jargon,59,2026-01-31,MB033
F03134,CAMP101,web,positive,Community vibe,28,2025-11-14,MB032
F03135,CAMP111,social,negative,Community vibe,46,2026-02-18,MB018
F03136,CAMP110,web,neutral,Difficulty mismatch,37,2026-01-27,MB010
F03137,CAMP111,email,negative,Difficulty mismatch,60,2026-02-03,MB038
F03138,CAMP106,social,positive,Hard to find schedule,11,2026-02-20,MB017
F03139,CAMP111,social,negative,Instructor energy,39,2026-01-25,MB037
F03140,CAMP111,email,positive,Instructor energy,37,2025-12-27,MB012
F03141,CAMP108,email,negative,Difficulty mismatch,82,2026-02-08,MB014
F03142,CAMP111,app,negative,Difficulty mismatch,68,2026-02-22,MB022
F03143,CAMP113,app,positive,Community vibe,64,2025-12-07,MB012
F03144,CAMP115,email,negative,Video quality,56,2026-01-14,MB005
F03145,CAMP112,web,negative,Music selection,63,2026-01-24,MB009
F03146,CAMP102,app,negative,Unclear value proposition,46,2026-02-05,MB015
F03147,CAMP112,app,negative,Pricing confusion,32,2026-02-21,MB009
F03148,CAMP117,app,neutral,Instructor energy,20,2026-02-09,MB028
F03149,CAMP114,social,negative,Pricing confusion,14,2026-02-07,MB010
F03150,CAMP117,email,negative,Music selection,38,2025-12-19,MB029
F03151,CAMP107,social,positive,Instructor energy,49,2026-01-15,MB039
F03152,CAMP101,email,neutral,Music selection,30,2026-01-26,MB047
F03153,CAMP116,app,neutral,Repetitive messaging,33,2026-02-19,MB039
F03154,CAMP110,social,neutral,Motivation & habit,16,2026-02-10,MB008
F03155,CAMP103,app,negative,Not personalized enough,28,2026-02-01,MB050
F03156,CAMP110,social,positive,App performance,74,2026-01-18,MB028
F03157,CAMP103,email,neutral,Too much jargon,62,2025-12-15,MB004
F03158,CAMP113,app,positive,Music selection,46,2026-01-21,MB033
F03159,CAMP101,app,positive,Instructor energy,62,2026-01-14,MB029
F03160,CAMP116,social,negative,Not personalized enough,37,2025-12-13,MB026
F03161,CAMP105,email,positive,Repetitive messaging,60,2026-02-20,MB006
F03162,CAMP113,email,positive,Instructor energy,29,2025-12-17,MB010
F03163,CAMP109,email,negative,Repetitive messaging,62,2026-02-13,MB016
F03164,CAMP101,app,positive,Community vibe,33,2026-02-13,MB043
F03165,CAMP116,app,neutral,Unclear value proposition,17,2026-01-20,MB021
F03166,CAMP102,app,negative,Pricing confusion,47,2026-01-29,MB037
F03167,CAMP100,app,positive,Instructor energy,41,2026-01-26,MB001
F03168,CAMP112,web,neutral,Unclear value proposition,54,2026-02-08,MB002
F03169,CAMP113,email,negative,Pricing confusion,52,2026-02-24,MB038
F03170,CAMP109,app,positive,Community vibe,48,2026-02-26,MB031
F03171,CAMP117,email,positive,Community vibe,54,2026-01-21,MB039
F03172,CAMP112,web,positive,Video quality,34,2025-12-20,MB017
F03173,CAMP113,app,negative,Pricing confusion,14,2026-02-12,MB007
F03174,CAMP110,social,neutral,Too many notifications,43,2026-01-31,MB034
F03175,CAMP110,email,negative,App performance,42,2026-02-05,MB020
F03176,CAMP116,app,positive,Community vibe,64,2026-02-03,MB032
F03177,CAMP108,app,neutral,Difficulty mismatch,52,2026-01-06,MB010
F03178,CAMP106,email,negative,Community vibe,44,2025-12-16,MB011
F03179,CAMP111,app,negative,Difficulty mismatch,73,2026-01-02,MB007
F03180,CAMP112,social,neutral,Community vibe,29,2026-01-21,MB020
F03181,CAMP114,email,negative,Pricing confusion,33,2026-01-15,MB044
F03182,CAMP103,web,neutral,Music selection,23,2026-02-07,MB028
F03183,CAMP112,email,negative,Not personalized enough,23,2026-02-07,MB002
F03184,CAMP112,email,positive,Motivation & habit,5,2026-02-24,MB009
F03185,CAMP115,app,positive,Repetitive messaging,57,2026-02-02,MB009
F03186,CAMP100,web,positive,Repetitive messaging,33,2026-01-30,MB043
F03187,CAMP116,email,neutral,Difficulty mismatch,25,2026-02-14,MB035
F03188,CAMP112,email,negative,Hard to find schedule,72,2026-02-09,MB008
F03189,CAMP106,social,neutral,Instructor energy,31,2026-01-30,MB012
F03190,CAMP100,app,neutral,Repetitive messaging,38,2026-02-11,MB019
F03191,CAMP108,app,positive,Music selection,40,2026-02-14,MB045
F03192,CAMP109,app,neutral,App performance,12,2026-01-29,MB023
F03193,CAMP100,app,negative,Hard to find schedule,52,2026-01-31,MB043
F03194,CAMP115,web,negative,App performance,66,2026-01-24,MB038
F03195,CAMP107,email,negative,Hard to find schedule,44,2026-02-13,MB032
F03196,CAMP104,email,neutral,Too many notifications,39,2026-02-21,MB020
F03197,CAMP109,web,positive,Too many notifications,65,2026-02-02,MB050
F03198,CAMP110,app,neutral,Difficulty mismatch,17,2026-02-26,MB005
F03199,CAMP111,email,negative,Instructor energy,45,2026-02-14,MB029
F03200,CAMP105,app,positive,Community vibe,46,2026-03-01,MB003
F03201,CAMP104,app,negative,Hard to find schedule,54,2026-01-23,MB031
F03202,CAMP109,web,neutral,App performance,33,2026-01-12,MB001
F03203,CAMP104,web,neutral,Pricing confusion,17,2026-02-13,MB017
F03204,CAMP112,app,neutral,Not personalized enough,32,2026-02-08,MB032
F03205,CAMP115,email,negative,Video quality,44,2026-02-05,MB004
F03206,CAMP110,social,neutral,Community vibe,5,2026-02-16,MB006
F03207,CAMP117,app,positive,Motivation & habit,55,2026-02-04,MB012
F03208,CAMP116,email,negative,Instructor energy,80,2025-12-03,MB037
F03209,CAMP108,email,negative,Difficulty mismatch,62,2026-02-24,MB049
F03210,CAMP116,email,neutral,Hard to find schedule,21,2026-01-21,MB022
F03211,CAMP115,app,positive,Instructor energy,67,2025-12-25,MB036
F03212,CAMP115,app,negative,Unclear value proposition,49,2026-02-25,MB050
F03213,CAMP111,email,positive,Repetitive messaging,59,2026-02-13,MB008
F03214,CAMP117,app,positive,App performance,55,2026-02-05,MB035
F03215,CAMP116,email,negative,App performance,13,2025-12-31,MB023
F03216,CAMP114,app,negative,Not personalized enough,48,2026-01-08,MB037
F03217,CAMP103,web,positive,Difficulty mismatch,62,2026-01-09,MB015
F03218,CAMP115,social,negative,Repetitive messaging,72,2026-02-09,MB008
F03219,CAMP115,email,negative,Instructor energy,83,2026-02-27,MB038
F03220,CAMP110,email,neutral,Difficulty mismatch,21,2025-12-22,MB031
F03221,CAMP104,app,negative,Too much jargon,26,2026-02-03,MB001
F03222,CAMP110,web,positive,Video quality,32,2026-01-18,MB031
F03223,CAMP110,app,negative,App performance,73,2026-02-28,MB049
F03224,CAMP109,email,positive,Motivation & habit,57,2026-02-20,MB012
F03225,CAMP109,app,neutral,Unclear value proposition,33,2025-12-05,MB028
F03226,CAMP114,email,negative,Too much jargon,47,2025-12-09,MB026
F03227,CAMP110,email,negative,Motivation & habit,56,2026-01-14,MB032
F03228,CAMP109,email,negative,Hard to find schedule,42,2025-11-17,MB009
F03229,CAMP110,app,neutral,Difficulty mismatch,48,2026-01-07,MB021
F03230,CAMP112,app,negative,Repetitive messaging,23,2026-02-06,MB032
F03231,CAMP102,app,positive,Too much jargon,17,2026-01-01,MB020
F03232,CAMP111,social,positive,Instructor energy,51,2025-12-10,MB018
F03233,CAMP100,web,neutral,Motivation & habit,35,2026-01-21,MB048
F03234,CAMP107,app,negative,Music selection,84,2025-12-04,MB047
F03235,CAMP114,web,neutral,Instructor energy,27,2026-02-08,MB011
F03236,CAMP114,email,neutral,Music selection,25,2026-01-10,MB045
F03237,CAMP108,social,negative,Hard to find schedule,74,2026-01-31,MB043
F03238,CAMP117,email,negative,Unclear value proposition,58,2026-02-06,MB004
F03239,CAMP117,email,negative,Video quality,64,2026-02-07,MB040
F03240,CAMP114,app,negative,Difficulty mismatch,60,2025-12-18,MB027
F03241,CAMP113,email,neutral,Video quality,17,2025-12-30,MB035
F03242,CAMP101,social,negative,Difficulty mismatch,78,2026-01-16,MB001
F03243,CAMP113,app,positive,Not personalized enough,51,2026-01-08,MB037
F03244,CAMP114,web,positive,Music selection,37,2026-01-20,MB006
F03245,CAMP108,app,negative,Difficulty mismatch,45,2026-01-15,MB026
F03246,CAMP107,social,positive,Music selection,5,2026-02-18,MB008
F03247,CAMP108,email,negative,Community vibe,80,2026-02-21,MB016
F03248,CAMP102,app,positive,Unclear value proposition,28,2026-02-28,MB043
F03249,CAMP113,email,neutral,Hard to find schedule,20,2026-02-20,MB029
F03250,CAMP112,web,negative,Pricing confusion,84,2026-01-24,MB010
F03251,CAMP116,email,negative,Unclear value proposition,59,2026-01-12,MB004
F03252,CAMP116,email,neutral,Video quality,26,2025-12-13,MB036
F03253,CAMP114,social,positive,Community vibe,18,2026-01-01,MB014
F03254,CAMP112,email,neutral,Community vibe,6,2026-01-11,MB021
F03255,CAMP114,email,negative,Hard to find schedule,52,2026-02-19,MB007
F03256,CAMP106,email,neutral,Repetitive messaging,32,2026-02-15,MB027
F03257,CAMP111,email,neutral,Video quality,47,2026-01-26,MB007
F03258,CAMP107,email,negative,Too many notifications,84,2026-02-13,MB026
F03259,CAMP110,app,neutral,App performance,30,2026-01-31,MB030
F03260,CAMP117,email,positive,Community vibe,56,2026-02-18,MB045
F03261,CAMP114,app,neutral,Instructor energy,7,2026-02-01,MB021
F03262,CAMP103,social,negative,Repetitive messaging,30,2026-02-09,MB033
F03263,CAMP113,app,negative,Community vibe,56,2026-02-12,MB045
F03264,CAMP103,app,positive,Instructor energy,26,2026-01-17,MB044
F03265,CAMP114,app,neutral,App performance,31,2025-12-24,MB036
F03266,CAMP110,web,negative,Hard to find schedule,78,2026-01-20,MB028
F03267,CAMP117,email,neutral,Community vibe,23,2025-12-26,MB008
F03268,CAMP105,app,negative,Repetitive messaging,64,2026-01-28,MB005
F03269,CAMP106,email,neutral,Motivation & habit,27,2026-03-03,MB017
F03270,CAMP106,web,neutral,Instructor energy,43,2026-01-22,MB010
F03271,CAMP109,app,negative,Not personalized enough,48,2026-02-14,MB004
F03272,CAMP110,email,negative,Difficulty mismatch,62,2026-01-24,MB006
F03273,CAMP102,social,negative,Unclear value proposition,68,2026-01-27,MB030
F03274,CAMP104,app,neutral,Video quality,3,2026-02-12,MB041
F03275,CAMP116,social,positive,Instructor energy,25,2026-02-26,MB031
F03276,CAMP111,social,negative,Unclear value proposition,19,2025-12-14,MB035
F03277,CAMP102,app,neutral,Difficulty mismatch,17,2026-02-10,MB007
F03278,CAMP114,email,negative,Motivation & habit,30,2026-01-25,MB012
F03279,CAMP116,social,negative,Community vibe,41,2026-01-16,MB048
F03280,CAMP116,social,negative,Too many notifications,102,2026-01-25,MB029
F03281,CAMP116,web,positive,Instructor energy,46,2026-02-05,MB033
F03282,CAMP100,email,positive,Motivation & habit,54,2026-01-14,MB007
F03283,CAMP115,app,positive,Music selection,41,2026-01-17,MB003
F03284,CAMP109,email,positive,Community vibe,35,2026-01-11,MB006
F03285,CAMP116,email,neutral,Music selection,3,2026-01-16,MB048
F03286,CAMP106,email,negative,Repetitive messaging,79,2026-02-02,MB026
F03287,CAMP117,email,positive,Motivation & habit,48,2026-01-18,MB006
F03288,CAMP115,app,positive,Motivation & habit,68,2026-02-14,MB025
F03289,CAMP106,email,positive,Not personalized enough,75,2026-02-01,MB007
F03290,CAMP107,email,positive,Community vibe,96,2026-02-19,MB044
F03291,CAMP110,social,negative,Video quality,96,2026-02-13,MB028
F03292,CAMP104,app,negative,Difficulty mismatch,31,2026-02-04,MB012
F03293,CAMP117,social,neutral,Hard to find schedule,42,2026-02-04,MB044
F03294,CAMP108,email,negative,App performance,69,2026-02-19,MB047
F03295,CAMP104,app,negative,Too much jargon,41,2026-01-31,MB011
F03296,CAMP116,social,negative,Repetitive messaging,73,2026-01-08,MB009
F03297,CAMP111,web,positive,Video quality,54,2026-03-01,MB017
F03298,CAMP103,app,positive,Instructor energy,61,2026-02-27,MB050
F03299,CAMP107,email,positive,Hard to find schedule,42,2026-02-26,MB006
F03300,CAMP109,social,negative,Pricing confusion,60,2026-01-12,MB012
F03301,CAMP113,app,negative,Too many notifications,60,2026-02-16,MB022
F03302,CAMP117,email,negative,Pricing confusion,94,2026-02-06,MB020
F03303,CAMP113,email,negative,Hard to find schedule,46,2026-02-07,MB040
F03304,CAMP113,app,neutral,Video quality,16,2026-02-21,MB027
F03305,CAMP117,web,negative,Video quality,68,2026-02-16,MB003
F03306,CAMP109,web,positive,Music selection,43,2025-12-24,MB047
F03307,CAMP112,app,negative,Unclear value proposition,88,2026-01-31,MB029
F03308,CAMP104,email,negative,Unclear value proposition,31,2025-12-16,MB032
F03309,CAMP101,app,negative,Motivation & habit,73,2026-01-21,MB042
F03310,CAMP107,email,negative,Repetitive messaging,59,2026-03-02,MB033
F03311,CAMP116,app,negative,Video quality,30,2026-01-13,MB021
F03312,CAMP113,social,positive,Pricing confusion,59,2026-02-21,MB027
F03313,CAMP106,app,negative,Difficulty mismatch,51,2026-02-11,MB019
F03314,CAMP101,web,neutral,Repetitive messaging,34,2026-02-26,MB022
F03315,CAMP115,social,positive,Community vibe,42,2026-02-22,MB034
F03316,CAMP114,email,negative,Pricing confusion,34,2026-02-21,MB026
F03317,CAMP115,social,neutral,App performance,33,2026-02-17,MB038
F03318,CAMP115,web,neutral,Instructor energy,16,2026-01-31,MB043
F03319,CAMP104,email,neutral,Video quality,29,2026-03-02,MB037
F03320,CAMP109,social,positive,Instructor energy,29,2026-02-07,MB024
F03321,CAMP105,app,neutral,Too many notifications,18,2026-01-16,MB024
F03322,CAMP105,social,positive,Hard to find schedule,64,2026-02-12,MB026
F03323,CAMP103,email,negative,Video quality,44,2026-02-16,MB034
F03324,CAMP111,app,negative,Pricing confusion,71,2026-01-17,MB027
F03325,CAMP108,email,positive,Instructor energy,5,2026-02-02,MB045
F03326,CAMP113,app,negative,Motivation & habit,47,2026-02-06,MB007
F03327,CAMP111,app,neutral,Instructor energy,32,2026-03-03,MB025
F03328,CAMP103,web,positive,Unclear value proposition,27,2026-02-06,MB018
F03329,CAMP108,email,neutral,Repetitive messaging,15,2026-02-17,MB016
